Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
2147,48,4,53.6,4,3,2,432,9,ACTIVE
3667,382,4,53.6,1,3,2,132,6,LOST
2620,16,4,53.55,4,3,2,432,9,ACTIVE
4711,104,4,53.55,3,3,2,332,8,REGULARS
2763,320,4,53.54,1,3,2,132,6,LOST
4513,56,2,53.49,4,1,2,412,7,ACTIVE
1021,53,3,53.4,4,2,2,422,8,ACTIVE
3401,93,3,53.4,3,2,2,322,7,REGULARS
4790,137,3,53.39,3,2,2,322,7,REGULARS
4385,43,2,53.38,4,1,2,412,7,ACTIVE
1580,25,7,53.35,4,4,2,442,10,LOYAL
4422,437,2,53.32,1,1,2,112,4,LOST
3577,232,3,53.3,2,2,2,222,6,REGULARS
1138,119,3,53.3,3,2,2,322,7,REGULARS
1111,40,4,53.3,4,3,2,432,9,ACTIVE
4615,427,2,53.3,1,1,2,112,4,LOST
4341,430,3,53.23,1,2,2,122,5,LOST
1679,22,4,53.2,4,3,2,432,9,ACTIVE
4771,369,3,53.2,1,2,2,122,5,LOST
2908,290,3,53.2,1,2,2,122,5,LOST
1964,394,4,53.17,1,3,2,132,6,LOST
2108,90,3,53.1,3,2,2,322,7,REGULARS
2527,141,2,53.1,3,1,2,312,6,REGULARS
2586,65,2,53.1,3,1,2,312,6,REGULARS
2352,239,3,53.09,2,2,2,222,6,REGULARS
4944,88,4,53.05,3,3,2,332,8,REGULARS
2064,131,3,53.0,3,2,2,322,7,REGULARS
4149,285,4,52.8,1,3,2,132,6,LOST
1524,25,4,52.8,4,3,2,432,9,ACTIVE
1669,133,1,52.74,3,1,2,312,6,REGULARS
4950,252,3,52.72,2,2,2,222,6,REGULARS
3815,106,4,52.6,3,3,2,332,8,REGULARS
1378,79,2,52.5,3,1,2,312,6,REGULARS
3513,123,2,52.5,3,1,2,312,6,REGULARS
3897,129,5,52.5,3,4,2,342,9,LOYAL
3249,373,2,52.35,1,1,2,112,4,LOST
3941,415,1,52.34,1,1,2,112,4,LOST
2576,370,2,52.3,1,1,2,112,4,LOST
3411,194,4,52.3,2,3,2,232,7,REGULARS
2323,368,2,52.3,1,1,2,112,4,LOST
2833,138,1,52.3,3,1,2,312,6,REGULARS
4115,222,4,52.22,2,3,2,232,7,REGULARS
2831,358,4,52.2,1,3,2,132,6,LOST
3378,351,4,52.2,1,3,2,132,6,LOST
3387,234,3,52.12,2,2,2,222,6,REGULARS
2768,363,2,52.1,1,1,2,112,4,LOST
4271,376,2,52.04,1,1,2,112,4,LOST
1101,367,3,52.0,1,2,2,122,5,LOST
1253,193,2,51.94,2,1,2,212,5,REGULARS
2397,87,2,51.94,3,1,2,312,6,REGULARS
1485,171,2,51.9,2,1,2,212,5,REGULARS
3253,193,2,51.9,2,1,2,212,5,REGULARS
2109,63,4,51.9,3,3,2,332,8,REGULARS
2890,248,2,51.86,2,1,2,212,5,REGULARS
2007,37,2,51.85,4,1,2,412,7,ACTIVE
4856,346,3,51.85,1,2,2,122,5,LOST
1186,248,4,51.83,2,3,2,232,7,REGULARS
3969,300,2,51.8,1,1,2,112,4,LOST
1546,361,3,51.8,1,2,2,122,5,LOST
1996,234,4,51.75,2,3,2,232,7,REGULARS
4868,242,5,51.7,2,4,2,242,8,LOYAL
1047,143,3,51.6,2,2,2,222,6,REGULARS
2438,313,2,51.6,1,1,2,112,4,LOST
4465,366,2,51.6,1,1,2,112,4,LOST
2390,131,5,51.56,3,4,2,342,9,LOYAL
4205,311,2,51.5,1,1,2,112,4,LOST
2345,13,4,51.5,4,3,2,432,9,ACTIVE
4393,36,2,51.4,4,1,2,412,7,ACTIVE
1318,95,2,51.3,3,1,2,312,6,REGULARS
3860,239,2,51.27,2,1,2,212,5,REGULARS
3026,340,5,51.25,1,4,2,142,7,LOYAL
3406,68,3,51.2,3,2,2,322,7,REGULARS
1907,164,2,51.2,2,1,2,212,5,REGULARS
3810,237,2,51.2,2,1,2,212,5,REGULARS
3493,331,4,51.1,1,3,2,132,6,LOST
1881,76,5,51.05,3,4,2,342,9,LOYAL
1869,228,4,51.0,2,3,2,232,7,REGULARS
3979,105,2,51.0,3,1,2,312,6,REGULARS
3156,150,3,51.0,2,2,2,222,6,REGULARS
3662,27,4,51.0,4,3,2,432,9,ACTIVE
3198,190,2,51.0,2,1,2,212,5,REGULARS
1258,508,2,50.9,1,1,2,112,4,LOST
1813,394,1,50.9,1,1,2,112,4,LOST
3496,99,4,50.9,3,3,2,332,8,REGULARS
1077,109,6,50.9,3,4,2,342,9,LOYAL
1705,79,4,50.85,3,3,2,332,8,REGULARS
1760,341,3,50.8,1,2,2,122,5,LOST
2392,15,2,50.8,4,1,2,412,7,ACTIVE
4751,41,3,50.8,4,2,2,422,8,ACTIVE
3426,66,4,50.8,3,3,2,332,8,REGULARS
4822,179,6,50.8,2,4,2,242,8,LOYAL
4911,357,3,50.75,1,2,2,122,5,LOST
1072,68,2,50.7,3,1,2,312,6,REGULARS
2797,109,2,50.7,3,1,2,312,6,REGULARS
2353,242,4,50.7,2,3,2,232,7,REGULARS
1698,161,3,50.64,2,2,2,222,6,REGULARS
3235,2,3,50.6,4,2,2,422,8,ACTIVE
4858,318,3,50.6,1,2,2,122,5,LOST
1433,464,1,50.6,1,1,2,112,4,LOST
3601,10,4,50.5,4,3,2,432,9,ACTIVE
3676,67,2,50.49,3,1,2,312,6,REGULARS
4210,145,2,50.44,2,1,2,212,5,REGULARS
2728,32,2,50.4,4,1,2,412,7,ACTIVE
3585,162,2,50.4,2,1,2,212,5,REGULARS
4304,319,3,50.36,1,2,2,122,5,LOST
3674,139,4,50.34,3,3,2,332,8,REGULARS
4140,678,3,50.2,1,2,2,122,5,LOST
3267,346,4,50.2,1,3,2,132,6,LOST
4172,83,3,50.15,3,2,2,322,7,REGULARS
1421,145,4,50.12,2,3,2,232,7,REGULARS
3413,98,5,50.1,3,4,2,342,9,LOYAL
4493,62,4,50.1,3,3,2,332,8,REGULARS
1732,215,3,50.0,2,2,2,222,6,REGULARS
4331,111,3,50.0,3,2,2,322,7,REGULARS
4355,39,4,50.0,4,3,2,432,9,ACTIVE
3886,42,3,50.0,4,2,2,422,8,ACTIVE
1078,63,2,50.0,3,1,2,312,6,REGULARS
3729,31,2,49.94,4,1,2,412,7,ACTIVE
3259,119,4,49.92,3,3,2,332,8,REGULARS
4265,18,5,49.9,4,4,2,442,10,LOYAL
4605,68,3,49.9,3,2,2,322,7,REGULARS
2742,81,3,49.85,3,2,2,322,7,REGULARS
1980,76,5,49.83,3,4,2,342,9,LOYAL
2838,50,3,49.8,4,2,2,422,8,ACTIVE
1812,77,1,49.8,3,1,2,312,6,REGULARS
1529,196,3,49.7,2,2,2,222,6,REGULARS
2450,152,3,49.7,2,2,2,222,6,REGULARS
1935,489,4,49.6,1,3,2,132,6,LOST
1316,279,3,49.6,2,2,2,222,6,REGULARS
3916,87,3,49.5,3,2,2,322,7,REGULARS
3807,65,2,49.5,3,1,2,312,6,REGULARS
3726,218,2,49.5,2,1,2,212,5,REGULARS
4413,80,3,49.5,3,2,2,322,7,REGULARS
1746,77,5,49.5,3,4,2,342,9,LOYAL
1434,397,3,49.5,1,2,2,122,5,LOST
1423,443,2,49.46,1,1,2,112,4,LOST
4599,616,2,49.4,1,1,2,112,4,LOST
2984,309,4,49.4,1,3,2,132,6,LOST
2009,80,3,49.4,3,2,2,322,7,REGULARS
3828,198,4,49.4,2,3,2,232,7,REGULARS
3209,2,5,49.4,4,4,2,442,10,LOYAL
3264,269,5,49.35,2,4,2,242,8,LOYAL
2594,223,4,49.3,2,3,2,232,7,REGULARS
2522,509,3,49.3,1,2,2,122,5,LOST
4342,287,5,49.3,1,4,2,142,7,LOYAL
1502,60,2,49.3,3,1,2,312,6,REGULARS
2143,158,3,49.3,2,2,2,222,6,REGULARS
2827,60,2,49.22,3,1,2,312,6,REGULARS
2682,29,5,49.2,4,4,2,442,10,LOYAL
1147,409,3,49.2,1,2,2,122,5,LOST
3611,320,2,49.15,1,1,2,112,4,LOST
4460,171,3,49.15,2,2,2,222,6,REGULARS
3528,134,3,49.15,3,2,2,322,7,REGULARS
4085,92,4,49.1,3,3,2,332,8,REGULARS
1158,74,4,49.1,3,3,2,332,8,REGULARS
4273,199,4,49.1,2,3,2,232,7,REGULARS
2126,612,1,49.0,1,1,2,112,4,LOST
2378,259,1,49.0,2,1,2,212,5,REGULARS
1568,661,2,48.9,1,1,2,112,4,LOST
4216,246,5,48.9,2,4,2,242,8,LOYAL
3397,313,3,48.9,1,2,2,122,5,LOST
3939,323,2,48.89,1,1,2,112,4,LOST
4229,132,3,48.8,3,2,2,322,7,REGULARS
1009,86,4,48.75,3,3,2,332,8,REGULARS
1260,452,2,48.74,1,1,2,112,4,LOST
3923,337,3,48.74,1,2,2,122,5,LOST
4849,227,3,48.64,2,2,2,222,6,REGULARS
1752,255,5,48.6,2,4,2,242,8,LOYAL
1818,111,4,48.6,3,3,2,332,8,REGULARS
1631,138,2,48.6,3,1,2,312,6,REGULARS
3307,85,4,48.5,3,3,2,332,8,REGULARS
1499,51,5,48.5,4,4,2,442,10,LOYAL
4848,77,3,48.5,3,2,2,322,7,REGULARS
1134,391,3,48.4,1,2,2,122,5,LOST
3622,2,5,48.4,4,4,2,442,10,LOYAL
2411,618,3,48.4,1,2,2,122,5,LOST
4702,52,2,48.39,4,1,2,412,7,ACTIVE
2516,152,2,48.3,2,1,2,212,5,REGULARS
1431,53,4,48.3,4,3,2,432,9,ACTIVE
3096,130,3,48.3,3,2,2,322,7,REGULARS
3112,225,4,48.2,2,3,2,232,7,REGULARS
2753,113,3,48.2,3,2,2,322,7,REGULARS
3940,296,2,48.2,1,1,2,112,4,LOST
2062,99,3,48.11,3,2,2,322,7,REGULARS
4903,22,2,48.1,4,1,2,412,7,ACTIVE
3989,438,3,48.1,1,2,2,122,5,LOST
3618,449,2,48.1,1,1,2,112,4,LOST
1040,34,4,48.1,4,3,2,432,9,ACTIVE
4094,275,4,48.1,2,3,2,232,7,REGULARS
4349,291,4,48.1,1,3,2,132,6,LOST
1604,49,4,48.0,4,3,2,432,9,ACTIVE
4887,413,3,47.9,1,2,2,122,5,LOST
4171,210,3,47.9,2,2,2,222,6,REGULARS
4815,705,1,47.9,1,1,2,112,4,LOST
2295,2,4,47.9,4,3,2,432,9,ACTIVE
4542,346,3,47.7,1,2,2,122,5,LOST
3302,222,3,47.7,2,2,2,222,6,REGULARS
3694,13,5,47.7,4,4,2,442,10,LOYAL
1872,128,3,47.7,3,2,2,322,7,REGULARS
4374,467,2,47.7,1,1,2,112,4,LOST
2016,137,2,47.6,3,1,2,312,6,REGULARS
4651,192,3,47.5,2,2,2,222,6,REGULARS
1387,578,2,47.46,1,1,2,112,4,LOST
4055,645,1,47.4,1,1,2,112,4,LOST
2039,99,2,47.4,3,1,2,312,6,REGULARS
4644,127,2,47.4,3,1,2,312,6,REGULARS
1897,339,4,47.4,1,3,2,132,6,LOST
2002,71,1,47.3,3,1,2,312,6,REGULARS
3263,531,3,47.3,1,2,2,122,5,LOST
4017,56,4,47.3,4,3,2,432,9,ACTIVE
1801,201,5,47.3,2,4,2,242,8,LOYAL
4539,296,3,47.3,1,2,2,122,5,LOST
3563,35,4,47.3,4,3,2,432,9,ACTIVE
1848,177,4,47.25,2,3,2,232,7,REGULARS
1605,177,5,47.1,2,4,2,242,8,LOYAL
3178,22,5,47.1,4,4,2,442,10,LOYAL
1280,140,4,47.1,3,3,2,332,8,REGULARS
2670,245,2,47.1,2,1,2,212,5,REGULARS
1261,223,2,47.05,2,1,2,212,5,REGULARS
4185,348,2,47.0,1,1,2,112,4,LOST
3065,367,3,46.95,1,2,2,122,5,LOST
1458,128,3,46.9,3,2,2,322,7,REGULARS
2859,322,2,46.9,1,1,2,112,4,LOST
4841,13,4,46.9,4,3,2,432,9,ACTIVE
1799,94,4,46.82,3,3,2,332,8,REGULARS
3630,159,2,46.8,2,1,2,212,5,REGULARS
4713,336,2,46.8,1,1,2,112,4,LOST
2922,4,3,46.7,4,2,2,422,8,ACTIVE
3195,175,3,46.7,2,2,2,222,6,REGULARS
3445,90,3,46.7,3,2,2,322,7,REGULARS
2480,101,5,46.7,3,4,2,342,9,LOYAL
1262,526,2,46.6,1,1,2,112,4,LOST
4738,137,3,46.5,3,2,2,322,7,REGULARS
2485,226,3,46.45,2,2,2,222,6,REGULARS
2709,132,4,46.45,3,3,2,332,8,REGULARS
4847,330,4,46.42,1,3,2,132,6,LOST
3283,181,4,46.4,2,3,2,232,7,REGULARS
1569,589,3,46.4,1,2,2,122,5,LOST
1359,580,1,46.4,1,1,2,112,4,LOST
4259,189,5,46.37,2,4,2,242,8,LOYAL
4361,116,4,46.25,3,3,2,332,8,REGULARS
2427,187,3,46.15,2,2,2,222,6,REGULARS
4480,566,2,46.06,1,1,2,112,4,LOST
3003,601,3,46.04,1,2,2,122,5,LOST
3892,163,2,46.0,2,1,2,212,5,REGULARS
1589,490,2,46.0,1,1,2,112,4,LOST
3648,211,1,46.0,2,1,2,212,5,REGULARS
4408,254,4,45.92,2,3,2,232,7,REGULARS
3212,256,2,45.9,2,1,2,212,5,REGULARS
2082,37,4,45.9,4,3,2,432,9,ACTIVE
4798,39,3,45.84,4,2,2,422,8,ACTIVE
3125,451,2,45.8,1,1,2,112,4,LOST
1842,310,3,45.8,1,2,2,122,5,LOST
2655,182,2,45.76,2,1,2,212,5,REGULARS
2455,360,2,45.7,1,1,2,112,4,LOST
3011,191,5,45.7,2,4,2,242,8,LOYAL
3512,43,2,45.7,4,1,2,412,7,ACTIVE
3455,42,3,45.7,4,2,2,422,8,ACTIVE
3076,22,2,45.7,4,1,2,412,7,ACTIVE
4069,241,3,45.7,2,2,2,222,6,REGULARS
2228,214,2,45.66,2,1,2,212,5,REGULARS
2183,366,3,45.6,1,2,2,122,5,LOST
1538,30,3,45.55,4,2,2,422,8,ACTIVE
3966,212,5,45.52,2,4,2,242,8,LOYAL
3502,477,5,45.52,1,4,2,142,7,LOYAL
1770,41,5,45.52,4,4,2,442,10,LOYAL
3381,390,2,45.5,1,1,2,112,4,LOST
3487,431,6,45.5,1,4,2,142,7,LOYAL
1490,87,2,45.5,3,1,2,312,6,REGULARS
3151,96,3,45.45,3,2,2,322,7,REGULARS
4298,158,3,45.45,2,2,2,222,6,REGULARS
3159,333,3,45.44,1,2,2,122,5,LOST
4917,393,3,45.4,1,2,2,122,5,LOST
3801,68,3,45.4,3,2,2,322,7,REGULARS
3060,178,3,45.4,2,2,2,222,6,REGULARS
4839,11,4,45.34,4,3,2,432,9,ACTIVE
2941,88,6,45.3,3,4,2,342,9,LOYAL
4956,405,3,45.3,1,2,2,122,5,LOST
4516,23,2,45.2,4,1,2,412,7,ACTIVE
1405,305,2,45.2,1,1,2,112,4,LOST
3351,77,2,45.2,3,1,2,312,6,REGULARS
3344,273,5,45.2,2,4,2,242,8,LOYAL
3965,365,4,45.15,1,3,2,132,6,LOST
1548,455,3,45.1,1,2,2,122,5,LOST
2566,333,1,44.92,1,1,2,112,4,LOST
3541,652,2,44.9,1,1,2,112,4,LOST
1909,121,2,44.8,3,1,2,312,6,REGULARS
4270,325,3,44.72,1,2,2,122,5,LOST
3980,105,3,44.7,3,2,2,322,7,REGULARS
4034,47,3,44.7,4,2,2,422,8,ACTIVE
2003,37,2,44.7,4,1,2,412,7,ACTIVE
4553,200,2,44.7,2,1,2,212,5,REGULARS
4626,6,3,44.7,4,2,2,422,8,ACTIVE
4452,37,2,44.6,4,1,2,412,7,ACTIVE
2113,114,3,44.6,3,2,2,322,7,REGULARS
4774,167,2,44.5,2,1,2,212,5,REGULARS
1714,150,2,44.4,2,1,2,212,5,REGULARS
4731,270,1,44.4,2,1,2,212,5,REGULARS
3303,339,3,44.4,1,2,2,122,5,LOST
4854,372,3,44.35,1,2,2,122,5,LOST
1425,97,4,44.32,3,3,2,332,8,REGULARS
3795,347,3,44.3,1,2,2,122,5,LOST
1388,271,3,44.2,2,2,2,222,6,REGULARS
3423,211,4,44.2,2,3,2,232,7,REGULARS
4415,337,4,44.2,1,3,2,132,6,LOST
1965,148,2,44.2,2,1,2,212,5,REGULARS
2156,145,4,44.2,2,3,2,232,7,REGULARS
1393,491,3,44.15,1,2,2,122,5,LOST
4090,307,3,44.12,1,2,2,122,5,LOST
3191,0,2,44.09,4,1,2,412,7,ACTIVE
4488,379,3,44.0,1,2,2,122,5,LOST
4874,7,2,43.95,4,1,2,412,7,ACTIVE
1054,70,4,43.9,3,3,2,332,8,REGULARS
3458,139,5,43.9,3,4,2,342,9,LOYAL
2644,588,3,43.9,1,2,2,122,5,LOST
3755,93,3,43.9,3,2,2,322,7,REGULARS
2177,454,3,43.85,1,2,2,122,5,LOST
4397,186,4,43.84,2,3,2,232,7,REGULARS
2981,27,4,43.8,4,3,2,432,9,ACTIVE
3318,162,2,43.8,2,1,2,212,5,REGULARS
4278,545,2,43.8,1,1,2,112,4,LOST
4339,405,3,43.76,1,2,2,122,5,LOST
4329,433,3,43.75,1,2,2,122,5,LOST
1590,137,3,43.7,3,2,2,322,7,REGULARS
3217,285,3,43.6,1,2,2,122,5,LOST
2642,273,3,43.6,2,2,2,222,6,REGULARS
2619,371,3,43.56,1,2,1,121,4,LOST
3341,15,2,43.52,4,1,1,411,6,NEW
4818,285,3,43.5,1,2,1,121,4,LOST
3767,207,4,43.5,2,3,1,231,6,LIGHT
1184,197,2,43.5,2,1,1,211,4,LIGHT
2962,248,4,43.45,2,3,1,231,6,LIGHT
2608,102,4,43.4,3,3,1,331,7,LIGHT
2545,42,6,43.35,4,4,1,441,9,LOYAL
1950,49,5,43.35,4,4,1,441,9,LOYAL
4462,206,4,43.3,2,3,1,231,6,LIGHT
1877,456,4,43.22,1,3,1,131,5,LOST
4668,332,3,43.2,1,2,1,121,4,LOST
2538,156,3,43.2,2,2,1,221,5,LIGHT
3169,181,2,43.2,2,1,1,211,4,LIGHT
4070,156,3,43.1,2,2,1,221,5,LIGHT
1730,5,4,43.0,4,3,1,431,8,ACTIVE
1382,92,3,43.0,3,2,1,321,6,LIGHT
4290,482,3,42.85,1,2,1,121,4,LOST
2278,142,3,42.84,2,2,1,221,5,LIGHT
2588,2,2,42.8,4,1,1,411,6,NEW
3142,485,5,42.8,1,4,1,141,6,LOYAL
4048,236,3,42.65,2,2,1,221,5,LIGHT
3759,113,4,42.62,3,3,1,331,7,LIGHT
1025,133,3,42.62,3,2,1,321,6,LIGHT
4978,711,1,42.6,1,1,1,111,3,LOST
3546,38,3,42.6,4,2,1,421,7,ACTIVE
4046,366,4,42.42,1,3,1,131,5,LOST
4647,316,2,42.4,1,1,1,111,3,LOST
3977,258,2,42.4,2,1,1,211,4,LIGHT
3061,25,4,42.35,4,3,1,431,8,ACTIVE
1805,204,3,42.3,2,2,1,221,5,LIGHT
3532,218,3,42.3,2,2,1,221,5,LIGHT
1990,151,3,42.2,2,2,1,221,5,LIGHT
1936,137,2,42.2,3,1,1,311,5,LIGHT
2818,38,3,42.2,4,2,1,421,7,ACTIVE
2627,60,3,42.2,3,2,1,321,6,LIGHT
3250,262,2,42.1,2,1,1,211,4,LIGHT
4502,38,4,42.04,4,3,1,431,8,ACTIVE
4484,33,3,41.92,4,2,1,421,7,ACTIVE
4850,168,2,41.9,2,1,1,211,4,LIGHT
1977,352,1,41.9,1,1,1,111,3,LOST
1635,35,3,41.86,4,2,1,421,7,ACTIVE
4407,314,3,41.85,1,2,1,121,4,LOST
3359,523,2,41.82,1,1,1,111,3,LOST
4021,425,3,41.8,1,2,1,121,4,LOST
2674,483,3,41.7,1,2,1,121,4,LOST
2324,134,3,41.6,3,2,1,321,6,LIGHT
1667,352,1,41.6,1,1,1,111,3,LOST
2886,383,2,41.4,1,1,1,111,3,LOST
3043,359,1,41.4,1,1,1,111,3,LOST
1775,80,1,41.4,3,1,1,311,5,LIGHT
4971,227,3,41.4,2,2,1,221,5,LIGHT
4895,114,4,41.35,3,3,1,331,7,LIGHT
2593,443,3,41.32,1,2,1,121,4,LOST
2721,142,2,41.3,2,1,1,211,4,LIGHT
4282,190,2,41.2,2,1,1,211,4,LIGHT
2486,35,2,41.15,4,1,1,411,6,NEW
2179,258,1,41.15,2,1,1,211,4,LIGHT
4300,270,3,41.1,2,2,1,221,5,LIGHT
1728,137,3,41.1,3,2,1,321,6,LIGHT
1383,310,3,41.0,1,2,1,121,4,LOST
1570,285,2,41.0,1,1,1,111,3,LOST
3118,1,3,41.0,4,2,1,421,7,ACTIVE
1135,173,3,40.97,2,2,1,221,5,LIGHT
3039,32,4,40.95,4,3,1,431,8,ACTIVE
2168,35,3,40.95,4,2,1,421,7,ACTIVE
4083,502,1,40.9,1,1,1,111,3,LOST
1530,445,2,40.9,1,1,1,111,3,LOST
1840,367,2,40.9,1,1,1,111,3,LOST
1738,455,4,40.85,1,3,1,131,5,LOST
1282,42,5,40.7,4,4,1,441,9,LOYAL
1236,233,2,40.6,2,1,1,211,4,LIGHT
2206,74,3,40.5,3,2,1,321,6,LIGHT
1511,283,2,40.42,1,1,1,111,3,LOST
2155,414,4,40.4,1,3,1,131,5,LOST
3564,179,3,40.3,2,2,1,221,5,LIGHT
2949,577,2,40.26,1,1,1,111,3,LOST
1104,64,4,40.25,3,3,1,331,7,LIGHT
4401,447,4,40.2,1,3,1,131,5,LOST
3075,76,3,40.2,3,2,1,321,6,LIGHT
3464,548,2,40.2,1,1,1,111,3,LOST
3074,261,2,40.14,2,1,1,211,4,LIGHT
2173,141,2,40.1,3,1,1,311,5,LIGHT
2479,351,5,40.05,1,4,1,141,6,LOYAL
2913,179,2,40.03,2,1,1,211,4,LIGHT
3016,29,3,40.0,4,2,1,421,7,ACTIVE
3514,382,2,40.0,1,1,1,111,3,LOST
4318,489,3,39.95,1,2,1,121,4,LOST
2263,181,1,39.9,2,1,1,211,4,LIGHT
3291,150,2,39.9,2,1,1,211,4,LIGHT
4196,53,5,39.9,4,4,1,441,9,LOYAL
1686,594,3,39.9,1,2,1,121,4,LOST
1650,551,2,39.8,1,1,1,111,3,LOST
2704,42,2,39.8,4,1,1,411,6,NEW
1263,437,2,39.8,1,1,1,111,3,LOST
4955,385,3,39.8,1,2,1,121,4,LOST
4311,389,2,39.8,1,1,1,111,3,LOST
4250,431,2,39.76,1,1,1,111,3,LOST
1985,34,3,39.75,4,2,1,421,7,ACTIVE
4758,389,4,39.7,1,3,1,131,5,LOST
4428,129,3,39.7,3,2,1,321,6,LIGHT
1099,139,3,39.7,3,2,1,321,6,LIGHT
4168,392,2,39.7,1,1,1,111,3,LOST
2101,10,4,39.6,4,3,1,431,8,ACTIVE
1919,134,2,39.6,3,1,1,311,5,LIGHT
1672,84,3,39.6,3,2,1,321,6,LIGHT
4888,320,2,39.55,1,1,1,111,3,LOST
4727,39,4,39.5,4,3,1,431,8,ACTIVE
4287,146,2,39.5,2,1,1,211,4,LIGHT
3233,430,1,39.5,1,1,1,111,3,LOST
4020,263,2,39.4,2,1,1,211,4,LIGHT
2572,217,1,39.4,2,1,1,211,4,LIGHT
2301,6,4,39.35,4,3,1,431,8,ACTIVE
3533,495,1,39.3,1,1,1,111,3,LOST
1873,102,3,39.1,3,2,1,321,6,LIGHT
1323,57,3,39.1,3,2,1,321,6,LIGHT
2190,80,2,39.1,3,1,1,311,5,LIGHT
1448,286,2,39.1,1,1,1,111,3,LOST
1720,25,2,39.04,4,1,1,411,6,NEW
1244,400,3,39.02,1,2,1,121,4,LOST
2626,508,2,39.0,1,1,1,111,3,LOST
3092,6,3,39.0,4,2,1,421,7,ACTIVE
1942,441,2,39.0,1,1,1,111,3,LOST
4724,118,2,38.9,3,1,1,311,5,LIGHT
1058,50,4,38.9,4,3,1,431,8,ACTIVE
1657,597,3,38.9,1,2,1,121,4,LOST
3712,10,3,38.82,4,2,1,421,7,ACTIVE
4167,115,3,38.75,3,2,1,321,6,LIGHT
1854,157,3,38.7,2,2,1,221,5,LIGHT
1666,259,2,38.7,2,1,1,211,4,LIGHT
1858,249,2,38.7,2,1,1,211,4,LIGHT
1418,393,3,38.7,1,2,1,121,4,LOST
4014,45,4,38.66,4,3,1,431,8,ACTIVE
2967,327,3,38.65,1,2,1,121,4,LOST
1575,360,5,38.62,1,4,1,141,6,LOYAL
2123,572,1,38.6,1,1,1,111,3,LOST
1927,229,2,38.6,2,1,1,211,4,LIGHT
3150,506,3,38.59,1,2,1,121,4,LOST
2313,315,2,38.54,1,1,1,111,3,LOST
3888,17,2,38.42,4,1,1,411,6,NEW
2283,346,2,38.42,1,1,1,111,3,LOST
4551,155,2,38.4,2,1,1,211,4,LIGHT
1809,429,2,38.4,1,1,1,111,3,LOST
2611,366,3,38.35,1,2,1,121,4,LOST
1585,357,4,38.3,1,3,1,131,5,LOST
2461,87,2,38.3,3,1,1,311,5,LIGHT
3441,262,2,38.3,2,1,1,211,4,LIGHT
2667,197,2,38.29,2,1,1,211,4,LIGHT
1828,281,3,38.25,1,2,1,121,4,LOST
4458,649,2,38.2,1,1,1,111,3,LOST
3352,52,3,38.2,4,2,1,421,7,ACTIVE
1181,44,3,38.2,4,2,1,421,7,ACTIVE
4677,76,3,38.2,3,2,1,321,6,LIGHT
2095,92,2,38.2,3,1,1,311,5,LIGHT
3278,396,2,38.2,1,1,1,111,3,LOST
3331,158,2,38.12,2,1,1,211,4,LIGHT
4001,192,3,38.1,2,2,1,221,5,LIGHT
2791,404,1,38.1,1,1,1,111,3,LOST
2892,405,2,38.0,1,1,1,111,3,LOST
4701,244,1,37.95,2,1,1,211,4,LIGHT
3561,367,4,37.9,1,3,1,131,5,LOST
1701,227,1,37.9,2,1,1,211,4,LIGHT
3143,220,2,37.9,2,1,1,211,4,LIGHT
2476,26,5,37.85,4,4,1,441,9,LOYAL
1694,455,2,37.8,1,1,1,111,3,LOST
2546,237,2,37.8,2,1,1,211,4,LIGHT
4063,48,2,37.8,4,1,1,411,6,NEW
2187,136,3,37.75,3,2,1,321,6,LIGHT
3929,54,4,37.74,4,3,1,431,8,ACTIVE
2737,369,2,37.73,1,1,1,111,3,LOST
4640,96,3,37.69,3,2,1,321,6,LIGHT
4176,239,3,37.66,2,2,1,221,5,LIGHT
2951,8,3,37.65,4,2,1,421,7,ACTIVE
3854,286,3,37.62,1,2,1,121,4,LOST
1539,94,2,37.6,3,1,1,311,5,LIGHT
2778,549,4,37.59,1,3,1,131,5,LOST
1376,183,3,37.58,2,2,1,221,5,LIGHT
3335,481,1,37.5,1,1,1,111,3,LOST
4174,438,2,37.5,1,1,1,111,3,LOST
2770,168,2,37.5,2,1,1,211,4,LIGHT
4534,441,2,37.5,1,1,1,111,3,LOST
2027,447,2,37.45,1,1,1,111,3,LOST
4810,137,2,37.4,3,1,1,311,5,LIGHT
3305,189,3,37.34,2,2,1,221,5,LIGHT
2739,102,2,37.2,3,1,1,311,5,LIGHT
4696,134,3,37.2,3,2,1,321,6,LIGHT
1555,278,1,37.2,2,1,1,211,4,LIGHT
2343,214,4,37.1,2,3,1,231,6,LIGHT
4051,336,2,37.1,1,1,1,111,3,LOST
4317,643,2,37.1,1,1,1,111,3,LOST
1409,155,3,37.06,2,2,1,221,5,LIGHT
3553,212,3,37.05,2,2,1,221,5,LIGHT
1627,263,3,37.0,2,2,1,221,5,LIGHT
4934,60,4,37.0,3,3,1,331,7,LIGHT
4079,101,3,37.0,3,2,1,321,6,LIGHT
3578,228,2,36.96,2,1,1,211,4,LIGHT
2634,252,1,36.9,2,1,1,211,4,LIGHT
4139,34,2,36.9,4,1,1,411,6,NEW
1573,343,3,36.9,1,2,1,121,4,LOST
2858,493,1,36.8,1,1,1,111,3,LOST
1545,74,3,36.8,3,2,1,321,6,LIGHT
