Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
2193,91,11,361.45,3,4,4,344,11,BIG SPENDER
1793,26,10,345.1,4,4,4,444,12,STARS
3289,4,10,334.15,4,4,4,444,12,STARS
2433,3,7,316.81,4,4,4,444,12,STARS
2743,142,7,312.46,2,4,4,244,10,BIG SPENDER
2811,310,6,305.72,1,4,4,144,9,BIG SPENDER
2990,140,9,303.61,3,4,4,344,11,BIG SPENDER
3872,37,10,301.33,4,4,4,444,12,STARS
4753,52,6,301.1,4,4,4,444,12,STARS
2993,239,6,296.96,2,4,4,244,10,BIG SPENDER
4509,31,6,290.74,4,4,4,444,12,STARS
4102,57,6,289.4,4,4,4,444,12,STARS
4437,31,9,285.6,4,4,4,444,12,STARS
1715,179,6,284.89,2,4,4,244,10,BIG SPENDER
1169,380,9,284.8,1,4,4,144,9,BIG SPENDER
1265,88,7,279.99,3,4,4,344,11,BIG SPENDER
2051,46,8,279.4,4,4,4,444,12,STARS
4494,58,9,277.9,3,4,4,344,11,BIG SPENDER
2851,105,9,277.4,3,4,4,344,11,BIG SPENDER
4679,50,7,277.18,4,4,4,444,12,STARS
2210,96,5,271.95,3,3,4,334,10,BIG SPENDER
3245,22,5,271.8,4,3,4,434,11,BIG SPENDER
3593,57,10,268.8,4,4,4,444,12,STARS
1098,48,7,267.62,4,4,4,444,12,STARS
1052,64,10,267.5,3,4,4,344,11,BIG SPENDER
4293,91,7,265.7,3,4,4,344,11,BIG SPENDER
2001,112,7,264.32,3,4,4,344,11,BIG SPENDER
2736,4,7,262.2,4,4,4,444,12,STARS
4624,33,7,260.94,4,4,4,444,12,STARS
2706,88,8,260.9,3,4,4,344,11,BIG SPENDER
2022,161,6,260.7,2,4,4,244,10,BIG SPENDER
4628,20,7,260.6,4,4,4,444,12,STARS
1870,112,8,257.54,3,4,4,344,11,BIG SPENDER
2517,18,9,256.25,4,4,4,444,12,STARS
3014,49,5,256.0,4,3,4,434,11,BIG SPENDER
2632,98,9,254.8,3,4,4,344,11,BIG SPENDER
4302,55,7,254.7,4,4,4,444,12,STARS
4137,4,9,254.04,4,4,4,444,12,STARS
3657,92,8,253.55,3,4,4,344,11,BIG SPENDER
1905,73,9,253.51,3,4,4,344,11,BIG SPENDER
4078,46,6,253.12,4,4,4,444,12,STARS
2918,19,8,252.6,4,4,4,444,12,STARS
3180,72,10,251.45,3,4,4,344,11,BIG SPENDER
3251,4,7,248.12,4,4,4,444,12,STARS
3957,229,7,248.11,2,4,4,244,10,BIG SPENDER
1654,51,9,247.84,4,4,4,444,12,STARS
4303,5,9,245.36,4,4,4,444,12,STARS
3761,95,8,245.1,3,4,4,344,11,BIG SPENDER
1407,154,6,245.05,2,4,4,244,10,BIG SPENDER
1866,52,7,244.5,4,4,4,444,12,STARS
3543,80,6,244.34,3,4,4,344,11,BIG SPENDER
4683,98,9,244.05,3,4,4,344,11,BIG SPENDER
3120,7,10,243.5,4,4,4,444,12,STARS
4831,47,7,242.65,4,4,4,444,12,STARS
4836,47,5,242.0,4,3,4,434,11,BIG SPENDER
2184,23,8,241.86,4,4,4,444,12,STARS
2443,45,7,241.7,4,4,4,444,12,STARS
4280,24,5,241.6,4,3,4,434,11,BIG SPENDER
3361,161,9,240.5,2,4,4,244,10,BIG SPENDER
4272,207,9,240.4,2,4,4,244,10,BIG SPENDER
2271,40,11,240.2,4,4,4,444,12,STARS
2625,42,10,239.96,4,4,4,444,12,STARS
3768,84,7,239.91,3,4,4,344,11,BIG SPENDER
4338,80,11,239.75,3,4,4,344,11,BIG SPENDER
2960,11,9,239.24,4,4,4,444,12,STARS
4234,150,6,237.4,2,4,4,244,10,BIG SPENDER
2772,26,7,237.2,4,4,4,444,12,STARS
2794,92,7,236.4,3,4,4,344,11,BIG SPENDER
2729,97,7,236.3,3,4,4,344,11,BIG SPENDER
4328,123,3,236.0,3,2,4,324,9,BIG SPENDER
1353,324,6,235.4,1,4,4,144,9,BIG SPENDER
4434,100,6,235.11,3,4,4,344,11,BIG SPENDER
1565,16,6,234.79,4,4,4,444,12,STARS
1889,124,8,234.75,3,4,4,344,11,BIG SPENDER
3048,20,6,234.0,4,4,4,444,12,STARS
3918,191,6,232.92,2,4,4,244,10,BIG SPENDER
1787,60,3,232.7,3,2,4,324,9,BIG SPENDER
4389,13,7,231.44,4,4,4,444,12,STARS
2344,13,6,230.0,4,4,4,444,12,STARS
3737,18,11,229.58,4,4,4,444,12,STARS
2870,66,5,228.6,3,3,4,334,10,BIG SPENDER
3635,17,7,228.33,4,4,4,444,12,STARS
1761,89,7,228.22,3,4,4,344,11,BIG SPENDER
3691,128,5,227.36,3,3,4,334,10,BIG SPENDER
1862,116,5,225.65,3,3,4,334,10,BIG SPENDER
4695,78,9,225.41,3,4,4,344,11,BIG SPENDER
1065,47,6,225.4,4,4,4,444,12,STARS
1366,31,6,224.1,4,4,4,444,12,STARS
2524,25,10,223.95,4,4,4,444,12,STARS
2070,11,9,223.85,4,4,4,444,12,STARS
3531,123,5,223.5,3,3,4,334,10,BIG SPENDER
3465,59,9,223.34,3,4,4,344,11,BIG SPENDER
2440,194,9,223.29,2,4,4,244,10,BIG SPENDER
2270,91,6,222.4,3,4,4,344,11,BIG SPENDER
1175,183,5,222.36,2,3,4,234,9,BIG SPENDER
3752,131,6,222.36,3,4,4,344,11,BIG SPENDER
2138,301,7,221.86,1,4,4,144,9,BIG SPENDER
3050,15,9,221.55,4,4,4,444,12,STARS
3535,120,5,221.5,3,3,4,334,10,BIG SPENDER
3822,96,5,221.47,3,3,4,334,10,BIG SPENDER
4875,65,8,221.4,3,4,4,344,11,BIG SPENDER
3246,125,8,221.4,3,4,4,344,11,BIG SPENDER
2394,38,10,221.0,4,4,4,444,12,STARS
3221,184,9,220.9,2,4,4,244,10,BIG SPENDER
1651,13,7,220.35,4,4,4,444,12,STARS
1259,33,6,220.04,4,4,4,444,12,STARS
2738,51,7,220.0,4,4,4,444,12,STARS
1949,161,6,219.8,2,4,4,244,10,BIG SPENDER
1090,70,3,219.2,3,2,4,324,9,BIG SPENDER
1677,21,5,219.0,4,3,4,434,11,BIG SPENDER
2779,3,6,218.15,4,4,4,444,12,STARS
1379,170,11,217.85,2,4,4,244,10,BIG SPENDER
3495,42,8,217.85,4,4,4,444,12,STARS
4417,226,4,217.2,2,2,4,224,8,BIG SPENDER
1522,371,7,216.19,1,4,4,144,9,BIG SPENDER
2855,52,8,215.0,4,4,4,444,12,STARS
3776,165,6,214.9,2,4,4,244,10,BIG SPENDER
1038,16,6,214.2,4,4,4,444,12,STARS
3830,73,9,214.05,3,4,4,344,11,BIG SPENDER
3651,75,6,213.56,3,4,4,344,11,BIG SPENDER
4636,264,4,213.55,2,2,4,224,8,BIG SPENDER
4243,130,6,213.34,3,4,4,344,11,BIG SPENDER
2758,41,9,212.9,4,4,4,444,12,STARS
3201,33,6,212.4,4,4,4,444,12,STARS
4235,11,7,211.84,4,4,4,444,12,STARS
3225,18,7,211.7,4,4,4,444,12,STARS
4666,28,6,210.57,4,4,4,444,12,STARS
2229,8,8,210.51,4,4,4,444,12,STARS
3960,70,7,210.1,3,4,4,344,11,BIG SPENDER
2492,50,7,209.84,4,4,4,444,12,STARS
1466,29,9,209.8,4,4,4,444,12,STARS
2789,212,8,209.6,2,4,4,244,10,BIG SPENDER
1136,57,9,209.06,4,4,4,444,12,STARS
3732,24,7,209.02,4,4,4,444,12,STARS
2663,70,9,208.82,3,4,4,344,11,BIG SPENDER
2512,119,6,208.22,3,4,4,344,11,BIG SPENDER
1051,50,6,207.36,4,4,4,444,12,STARS
3484,39,10,207.32,4,4,4,444,12,STARS
4789,110,5,207.05,3,3,4,334,10,BIG SPENDER
1819,12,5,206.9,4,3,4,434,11,BIG SPENDER
4486,28,6,206.66,4,4,4,444,12,STARS
3973,119,6,205.9,3,4,4,344,11,BIG SPENDER
1574,148,10,205.7,2,4,4,244,10,BIG SPENDER
4800,6,5,205.6,4,3,4,434,11,BIG SPENDER
3248,194,10,205.44,2,4,4,244,10,BIG SPENDER
1625,33,7,205.26,4,4,4,444,12,STARS
2251,190,5,205.0,2,3,4,234,9,BIG SPENDER
1004,28,8,204.96,4,4,4,444,12,STARS
3562,0,5,204.76,4,3,4,434,11,BIG SPENDER
1940,42,5,204.15,4,3,4,434,11,BIG SPENDER
2447,2,7,204.0,4,4,4,444,12,STARS
4523,63,6,203.95,3,4,4,344,11,BIG SPENDER
3416,45,5,203.8,4,3,4,434,11,BIG SPENDER
3164,91,6,203.76,3,4,4,344,11,BIG SPENDER
1430,13,6,203.6,4,4,4,444,12,STARS
2426,113,7,203.5,3,4,4,344,11,BIG SPENDER
4499,62,6,203.26,3,4,4,344,11,BIG SPENDER
1609,13,6,203.1,4,4,4,444,12,STARS
2511,169,8,202.74,2,4,4,244,10,BIG SPENDER
2294,98,9,202.0,3,4,4,344,11,BIG SPENDER
2549,128,7,201.92,3,4,4,344,11,BIG SPENDER
3946,41,5,201.7,4,3,4,434,11,BIG SPENDER
2033,319,4,201.5,1,2,4,124,7,BIG SPENDER
4828,80,7,201.41,3,4,4,344,11,BIG SPENDER
1991,21,9,201.2,4,4,4,444,12,STARS
1653,23,6,201.0,4,4,4,444,12,STARS
4656,5,9,200.3,4,4,4,444,12,STARS
3922,124,5,200.25,3,3,4,334,10,BIG SPENDER
3950,25,5,200.0,4,3,4,434,11,BIG SPENDER
1182,31,6,199.82,4,4,4,444,12,STARS
1983,143,7,199.6,2,4,4,244,10,BIG SPENDER
4756,103,6,198.5,3,4,4,344,11,BIG SPENDER
1312,226,6,197.8,2,4,4,244,10,BIG SPENDER
1890,217,4,197.2,2,2,4,224,8,BIG SPENDER
2601,69,6,197.0,3,4,4,344,11,BIG SPENDER
3119,185,6,196.8,2,4,4,244,10,BIG SPENDER
3499,240,8,196.03,2,4,4,244,10,BIG SPENDER
1913,134,5,195.7,3,3,4,334,10,BIG SPENDER
1360,14,5,195.2,4,3,4,434,11,BIG SPENDER
4487,163,7,194.7,2,4,4,244,10,BIG SPENDER
2555,7,7,194.4,4,4,4,444,12,STARS
1218,1,7,194.2,4,4,4,444,12,STARS
4941,319,9,194.04,1,4,4,144,9,BIG SPENDER
1087,138,9,193.82,3,4,4,344,11,BIG SPENDER
2650,38,4,193.71,4,2,4,424,10,BIG SPENDER
1979,39,8,193.7,4,4,4,444,12,STARS
3855,28,8,193.5,4,4,4,444,12,STARS
4236,35,4,193.4,4,2,4,424,10,BIG SPENDER
4512,9,6,193.2,4,4,4,444,12,STARS
1921,49,7,193.0,4,4,4,444,12,STARS
1785,9,7,193.0,4,4,4,444,12,STARS
1336,270,3,192.85,2,2,4,224,8,BIG SPENDER
1618,150,7,192.72,2,4,4,244,10,BIG SPENDER
3915,91,10,192.63,3,4,4,344,11,BIG SPENDER
2716,98,7,192.1,3,4,4,344,11,BIG SPENDER
1567,263,4,192.08,2,2,4,224,8,BIG SPENDER
2346,104,5,191.9,3,3,4,334,10,BIG SPENDER
3709,65,5,191.84,3,3,4,334,10,BIG SPENDER
4257,131,6,191.75,3,4,4,344,11,BIG SPENDER
3462,45,9,191.48,4,4,4,444,12,STARS
4218,88,4,191.35,3,2,4,324,9,BIG SPENDER
3983,112,2,191.1,3,1,4,314,8,BIG SPENDER
3879,27,7,191.05,4,4,4,444,12,STARS
1452,35,6,191.04,4,4,4,444,12,STARS
1465,51,7,190.96,4,4,4,444,12,STARS
4783,69,7,190.16,3,4,4,344,11,BIG SPENDER
2408,112,7,189.93,3,4,4,344,11,BIG SPENDER
3763,186,5,189.9,2,3,4,234,9,BIG SPENDER
4510,118,7,189.76,3,4,4,344,11,BIG SPENDER
4187,63,8,189.73,3,4,4,344,11,BIG SPENDER
4958,172,5,189.7,2,3,4,234,9,BIG SPENDER
4292,25,7,189.7,4,4,4,444,12,STARS
3938,152,7,189.62,2,4,4,244,10,BIG SPENDER
1438,32,6,188.94,4,4,4,444,12,STARS
4330,191,6,188.9,2,4,4,244,10,BIG SPENDER
3405,261,4,188.1,2,2,4,224,8,BIG SPENDER
3031,12,5,187.8,4,3,4,434,11,BIG SPENDER
2996,95,6,187.8,3,4,4,344,11,BIG SPENDER
2171,118,6,187.5,3,4,4,344,11,BIG SPENDER
3877,104,6,187.4,3,4,4,344,11,BIG SPENDER
1013,89,8,186.75,3,4,4,344,11,BIG SPENDER
2230,216,4,186.6,2,2,4,224,8,BIG SPENDER
4316,353,8,186.46,1,4,4,144,9,BIG SPENDER
1777,27,7,185.9,4,4,4,444,12,STARS
1934,146,5,185.8,2,3,4,234,9,BIG SPENDER
1887,51,7,185.8,4,4,4,444,12,STARS
3115,427,7,185.54,1,4,4,144,9,BIG SPENDER
2690,56,7,185.5,4,4,4,444,12,STARS
1410,52,10,184.45,4,4,4,444,12,STARS
3633,1,5,184.44,4,3,4,434,11,BIG SPENDER
1170,29,7,184.44,4,4,4,444,12,STARS
4351,131,4,184.4,3,2,4,324,9,BIG SPENDER
1554,223,5,183.5,2,3,4,234,9,BIG SPENDER
1216,127,4,183.2,3,2,4,324,9,BIG SPENDER
3584,13,7,183.1,4,4,4,444,12,STARS
1888,207,6,183.1,2,4,4,244,10,BIG SPENDER
4197,57,6,183.1,4,4,4,444,12,STARS
1006,199,4,182.94,2,2,4,224,8,BIG SPENDER
1792,137,3,182.84,3,2,4,324,9,BIG SPENDER
4671,151,8,182.45,2,4,4,244,10,BIG SPENDER
1220,1,5,182.45,4,3,4,434,11,BIG SPENDER
2086,211,6,182.4,2,4,4,244,10,BIG SPENDER
1572,100,7,182.1,3,4,4,344,11,BIG SPENDER
1023,185,6,182.0,2,4,4,244,10,BIG SPENDER
3402,136,9,181.52,3,4,4,344,11,BIG SPENDER
1734,170,6,181.0,2,4,4,244,10,BIG SPENDER
1287,124,5,180.92,3,3,4,334,10,BIG SPENDER
3909,324,6,180.86,1,4,4,144,9,BIG SPENDER
1908,157,10,180.64,2,4,4,244,10,BIG SPENDER
2017,68,7,180.4,3,4,4,344,11,BIG SPENDER
4826,198,6,180.3,2,4,4,244,10,BIG SPENDER
2839,60,3,180.3,3,2,4,324,9,BIG SPENDER
4130,54,6,180.2,4,4,4,444,12,STARS
2120,84,7,180.0,3,4,4,344,11,BIG SPENDER
4867,62,5,180.0,3,3,4,334,10,BIG SPENDER
4589,22,5,179.9,4,3,4,434,11,BIG SPENDER
1932,114,9,179.8,3,4,4,344,11,BIG SPENDER
4540,71,5,179.76,3,3,4,334,10,BIG SPENDER
1129,374,5,179.64,1,3,4,134,8,BIG SPENDER
1324,3,5,179.2,4,3,4,434,11,BIG SPENDER
4742,45,4,179.1,4,2,4,424,10,BIG SPENDER
1649,31,7,178.7,4,4,4,444,12,STARS
2629,24,5,178.54,4,3,4,434,11,BIG SPENDER
2370,109,7,178.26,3,4,4,344,11,BIG SPENDER
3028,204,6,178.2,2,4,4,244,10,BIG SPENDER
2857,256,6,177.8,2,4,4,244,10,BIG SPENDER
3467,6,6,177.76,4,4,4,444,12,STARS
2380,82,6,177.75,3,4,4,344,11,BIG SPENDER
3483,38,6,177.66,4,4,4,444,12,STARS
4473,114,4,177.5,3,2,4,324,9,BIG SPENDER
2834,4,4,177.32,4,2,4,424,10,BIG SPENDER
3649,192,7,177.2,2,4,4,244,10,BIG SPENDER
2178,10,5,177.1,4,3,4,434,11,BIG SPENDER
3165,33,5,177.1,4,3,4,434,11,BIG SPENDER
4086,410,5,176.95,1,3,4,134,8,BIG SPENDER
2151,92,5,176.94,3,3,4,334,10,BIG SPENDER
3442,46,5,176.3,4,3,4,434,11,BIG SPENDER
3581,5,7,176.2,4,4,4,444,12,STARS
4588,52,5,176.2,4,3,4,434,11,BIG SPENDER
4380,57,4,175.9,4,2,4,424,10,BIG SPENDER
1494,92,6,175.74,3,4,4,344,11,BIG SPENDER
1435,250,5,175.55,2,3,4,234,9,BIG SPENDER
4747,128,5,175.42,3,3,4,334,10,BIG SPENDER
4049,151,3,174.9,2,2,4,224,8,BIG SPENDER
1729,15,6,174.7,4,4,4,444,12,STARS
1395,79,8,174.64,3,4,4,344,11,BIG SPENDER
3579,0,5,174.6,4,3,4,434,11,BIG SPENDER
1510,66,7,174.51,3,4,4,344,11,BIG SPENDER
4584,28,5,174.3,4,3,4,434,11,BIG SPENDER
1118,5,6,173.4,4,4,4,444,12,STARS
4096,184,4,173.0,2,2,4,224,8,BIG SPENDER
2659,22,5,172.97,4,3,4,434,11,BIG SPENDER
1477,40,6,172.9,4,4,4,444,12,STARS
4952,69,7,172.5,3,4,4,344,11,BIG SPENDER
4937,185,7,172.04,2,4,4,244,10,BIG SPENDER
3380,49,6,171.9,4,4,4,444,12,STARS
4799,252,7,171.85,2,4,4,244,10,BIG SPENDER
4412,10,6,171.56,4,4,4,444,12,STARS
3429,184,6,171.52,2,4,4,244,10,BIG SPENDER
1595,86,7,171.5,3,4,4,344,11,BIG SPENDER
1208,14,5,171.46,4,3,4,434,11,BIG SPENDER
2810,0,6,171.4,4,4,4,444,12,STARS
3821,361,4,171.1,1,2,4,124,7,BIG SPENDER
3971,0,5,171.03,4,3,4,434,11,BIG SPENDER
3832,166,5,170.96,2,3,4,234,9,BIG SPENDER
2222,2,7,170.95,4,4,4,444,12,STARS
3920,234,4,170.9,2,2,4,224,8,BIG SPENDER
2077,229,4,170.9,2,2,4,224,8,BIG SPENDER
2718,201,8,170.72,2,4,4,244,10,BIG SPENDER
4430,28,5,170.7,4,3,4,434,11,BIG SPENDER
3629,261,6,170.5,2,4,4,244,10,BIG SPENDER
1608,47,6,170.12,4,4,4,444,12,STARS
4112,247,5,170.0,2,3,4,234,9,BIG SPENDER
2133,147,7,169.96,2,4,4,244,10,BIG SPENDER
3827,57,6,169.73,4,4,4,444,12,STARS
3346,233,3,169.7,2,2,4,224,8,BIG SPENDER
2202,93,6,169.45,3,4,4,344,11,BIG SPENDER
1483,186,8,169.22,2,4,4,244,10,BIG SPENDER
4353,128,6,169.0,3,4,4,344,11,BIG SPENDER
1456,40,6,168.74,4,4,4,444,12,STARS
3862,42,6,168.55,4,4,4,444,12,STARS
2079,164,5,168.41,2,3,4,234,9,BIG SPENDER
1998,226,9,168.05,2,4,4,244,10,BIG SPENDER
1198,333,3,167.9,1,2,4,124,7,BIG SPENDER
1245,26,7,167.71,4,4,4,444,12,STARS
4804,3,6,167.54,4,4,4,444,12,STARS
3474,127,7,167.4,3,4,4,344,11,BIG SPENDER
2568,82,7,167.3,3,4,4,344,11,BIG SPENDER
3437,331,6,167.22,1,4,4,144,9,BIG SPENDER
2746,215,7,167.15,2,4,4,244,10,BIG SPENDER
2847,37,6,167.0,4,4,4,444,12,STARS
2298,85,8,166.8,3,4,4,344,11,BIG SPENDER
4657,137,5,166.8,3,3,4,334,10,BIG SPENDER
1248,15,8,166.65,4,4,4,444,12,STARS
4601,15,7,166.65,4,4,4,444,12,STARS
2389,47,6,166.19,4,4,4,444,12,STARS
3299,305,4,166.1,1,2,4,124,7,BIG SPENDER
3247,59,7,165.9,3,4,4,344,11,BIG SPENDER
3358,276,5,165.9,2,3,4,234,9,BIG SPENDER
2560,34,6,165.52,4,4,4,444,12,STARS
4220,39,5,165.5,4,3,4,434,11,BIG SPENDER
1419,267,5,165.5,2,3,4,234,9,BIG SPENDER
2059,479,4,165.35,1,2,4,124,7,BIG SPENDER
4433,219,5,165.2,2,3,4,234,9,BIG SPENDER
2381,227,7,165.02,2,4,4,244,10,BIG SPENDER
4999,4,6,164.86,4,4,4,444,12,STARS
1385,34,5,164.7,4,3,4,434,11,BIG SPENDER
1613,127,7,164.7,3,4,4,344,11,BIG SPENDER
2234,6,6,164.2,4,4,4,444,12,STARS
1782,81,6,164.2,3,4,4,344,11,BIG SPENDER
2928,99,4,164.0,3,2,4,324,9,BIG SPENDER
3308,68,9,163.94,3,4,4,344,11,BIG SPENDER
2868,26,8,163.9,4,4,4,444,12,STARS
2618,27,5,163.9,4,3,4,434,11,BIG SPENDER
3046,42,6,163.8,4,4,4,444,12,STARS
1460,189,3,163.7,2,2,4,224,8,BIG SPENDER
1711,38,8,163.66,4,4,4,444,12,STARS
1444,1,6,163.32,4,4,4,444,12,STARS
4165,134,8,163.15,3,4,4,344,11,BIG SPENDER
2550,7,7,163.14,4,4,4,444,12,STARS
4153,156,7,163.0,2,4,4,244,10,BIG SPENDER
4699,151,6,162.93,2,4,4,244,10,BIG SPENDER
3182,76,5,162.9,3,3,4,334,10,BIG SPENDER
2946,56,8,162.74,4,4,4,444,12,STARS
3959,86,6,162.5,3,4,4,344,11,BIG SPENDER
4946,56,5,162.5,4,3,4,434,11,BIG SPENDER
4735,273,5,162.1,2,3,4,234,9,BIG SPENDER
4251,9,6,161.99,4,4,4,444,12,STARS
3369,1,5,161.84,4,3,4,434,11,BIG SPENDER
2694,36,6,161.76,4,4,4,444,12,STARS
2799,111,8,161.7,3,4,4,344,11,BIG SPENDER
1859,216,5,161.4,2,3,4,234,9,BIG SPENDER
3684,139,6,161.3,3,4,4,344,11,BIG SPENDER
2089,60,7,161.3,3,4,4,344,11,BIG SPENDER
1190,64,8,161.1,3,4,4,344,11,BIG SPENDER
3779,50,6,161.05,4,4,4,444,12,STARS
1237,265,7,160.8,2,4,4,244,10,BIG SPENDER
1855,51,4,160.65,4,2,4,424,10,BIG SPENDER
4594,190,7,160.6,2,4,4,244,10,BIG SPENDER
1959,17,7,160.6,4,4,4,444,12,STARS
4495,14,7,160.55,4,4,4,444,12,STARS
4376,38,10,160.32,4,4,4,444,12,STARS
2755,227,6,160.3,2,4,4,244,10,BIG SPENDER
3766,52,3,160.12,4,2,4,424,10,BIG SPENDER
2599,38,4,160.1,4,2,4,424,10,BIG SPENDER
1620,132,5,160.1,3,3,4,334,10,BIG SPENDER
4825,45,6,160.0,4,4,4,444,12,STARS
4321,64,6,159.6,3,4,4,344,11,BIG SPENDER
1404,241,5,159.5,2,3,4,234,9,BIG SPENDER
3926,132,6,159.42,3,4,4,344,11,BIG SPENDER
4576,104,4,159.4,3,2,4,324,9,BIG SPENDER
1708,2,4,159.4,4,2,4,424,10,BIG SPENDER
2093,201,6,159.3,2,4,4,244,10,BIG SPENDER
2713,134,5,159.3,3,3,4,334,10,BIG SPENDER
1999,128,4,159.24,3,2,4,324,9,BIG SPENDER
2499,38,5,159.22,4,3,4,434,11,BIG SPENDER
4667,127,8,159.0,3,4,4,344,11,BIG SPENDER
3682,79,6,158.98,3,4,4,344,11,BIG SPENDER
2348,19,6,158.91,4,4,4,444,12,STARS
2600,14,7,158.9,4,4,4,444,12,STARS
3517,19,8,158.74,4,4,4,444,12,STARS
3608,33,4,158.66,4,2,4,424,10,BIG SPENDER
1827,182,9,158.6,2,4,4,244,10,BIG SPENDER
2365,192,5,158.6,2,3,4,234,9,BIG SPENDER
3663,40,8,158.5,4,4,4,444,12,STARS
3847,27,5,158.1,4,3,4,434,11,BIG SPENDER
4708,89,5,157.8,3,3,4,334,10,BIG SPENDER
1931,82,6,157.7,3,4,4,344,11,BIG SPENDER
1583,37,6,157.65,4,4,4,444,12,STARS
1146,109,7,157.52,3,4,4,344,11,BIG SPENDER
2723,57,4,157.5,4,2,4,424,10,BIG SPENDER
4155,97,6,157.5,3,4,4,344,11,BIG SPENDER
1116,31,8,157.4,4,4,4,444,12,STARS
2573,361,5,157.4,1,3,4,134,8,BIG SPENDER
4261,317,5,157.25,1,3,4,134,8,BIG SPENDER
2435,92,5,157.05,3,3,4,334,10,BIG SPENDER
4364,6,9,157.05,4,4,4,444,12,STARS
1737,116,6,156.95,3,4,4,344,11,BIG SPENDER
4721,177,8,156.9,2,4,4,244,10,BIG SPENDER
2363,66,4,156.6,3,2,4,324,9,BIG SPENDER
3509,175,4,156.6,2,2,4,224,8,BIG SPENDER
4585,93,5,156.55,3,3,4,334,10,BIG SPENDER
4028,175,4,156.5,2,2,4,224,8,BIG SPENDER
2209,88,5,156.4,3,3,4,334,10,BIG SPENDER
2765,30,5,156.25,4,3,4,434,11,BIG SPENDER
1241,222,4,156.22,2,2,4,224,8,BIG SPENDER
3082,96,10,156.15,3,4,4,344,11,BIG SPENDER
1231,64,7,156.0,3,4,4,344,11,BIG SPENDER
2142,188,5,156.0,2,3,4,234,9,BIG SPENDER
3898,131,4,156.0,3,2,4,324,9,BIG SPENDER
4745,6,7,155.98,4,4,4,444,12,STARS
1110,40,7,155.9,4,4,4,444,12,STARS
1008,88,2,155.9,3,1,4,314,8,BIG SPENDER
4324,359,4,155.8,1,2,4,124,7,BIG SPENDER
2578,29,7,155.76,4,4,4,444,12,STARS
2232,238,5,155.7,2,3,4,234,9,BIG SPENDER
1682,59,7,155.66,3,4,4,344,11,BIG SPENDER
2164,36,9,155.6,4,4,4,444,12,STARS
3560,92,7,155.6,3,4,4,344,11,BIG SPENDER
2787,189,6,155.6,2,4,4,244,10,BIG SPENDER
3642,309,3,155.25,1,2,4,124,7,BIG SPENDER
1706,138,4,155.0,3,2,4,324,9,BIG SPENDER
1832,43,6,154.75,4,4,4,444,12,STARS
3856,272,6,154.6,2,4,4,244,10,BIG SPENDER
4453,129,8,154.6,3,4,4,344,11,BIG SPENDER
3956,376,6,154.44,1,4,4,144,9,BIG SPENDER
1296,37,6,154.34,4,4,4,444,12,STARS
3398,294,4,154.3,1,2,4,124,7,BIG SPENDER
2374,190,5,154.3,2,3,4,234,9,BIG SPENDER
4947,42,5,154.25,4,3,4,434,11,BIG SPENDER
2400,283,4,154.15,1,2,4,124,7,BIG SPENDER
2584,249,8,153.97,2,4,4,244,10,BIG SPENDER
4566,122,6,153.96,3,4,4,344,11,BIG SPENDER
2031,307,4,153.9,1,2,4,124,7,BIG SPENDER
1235,215,8,153.88,2,4,4,244,10,BIG SPENDER
4526,128,9,153.76,3,4,4,344,11,BIG SPENDER
1197,38,6,153.6,4,4,4,444,12,STARS
2957,33,7,153.56,4,4,4,444,12,STARS
1373,164,3,153.4,2,2,4,224,8,BIG SPENDER
2961,44,6,153.36,4,4,4,444,12,STARS
1534,139,4,153.31,3,2,4,324,9,BIG SPENDER
3148,277,4,153.16,2,2,4,224,8,BIG SPENDER
4524,4,8,153.0,4,4,4,444,12,STARS
4468,198,4,152.8,2,2,4,224,8,BIG SPENDER
2648,52,5,152.7,4,3,4,434,11,BIG SPENDER
1275,73,10,152.56,3,4,4,344,11,BIG SPENDER
4694,42,8,152.54,4,4,4,444,12,STARS
2814,70,7,152.42,3,4,4,344,11,BIG SPENDER
1422,87,7,152.4,3,4,4,344,11,BIG SPENDER
4018,43,7,152.1,4,4,4,444,12,STARS
3603,334,4,152.04,1,2,4,124,7,BIG SPENDER
4788,246,5,152.02,2,3,4,234,9,BIG SPENDER
3276,183,4,151.8,2,2,4,224,8,BIG SPENDER
1504,30,5,151.7,4,3,4,434,11,BIG SPENDER
1646,124,7,151.66,3,4,4,344,11,BIG SPENDER
2267,49,6,151.6,4,4,4,444,12,STARS
4002,118,6,151.55,3,4,4,344,11,BIG SPENDER
4967,98,5,151.4,3,3,4,334,10,BIG SPENDER
2100,78,6,151.14,3,4,4,344,11,BIG SPENDER
4312,16,5,151.06,4,3,4,434,11,BIG SPENDER
1624,8,3,151.0,4,2,4,424,10,BIG SPENDER
1621,313,5,150.72,1,3,4,134,8,BIG SPENDER
4215,183,4,150.7,2,2,4,224,8,BIG SPENDER
4548,153,7,150.7,2,4,4,244,10,BIG SPENDER
3812,47,8,150.65,4,4,4,444,12,STARS
4864,26,10,150.58,4,4,4,444,12,STARS
3287,331,4,150.45,1,2,4,124,7,BIG SPENDER
3545,30,4,150.4,4,2,4,424,10,BIG SPENDER
2421,38,7,150.3,4,4,4,444,12,STARS
2466,81,4,150.2,3,2,4,324,9,BIG SPENDER
